State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g),State Code,Division,Region
Oklahoma,OK,2020,F,"Some college credit, but not a degree",4,5371,27.5,3193.8,OK,South,West South Central
Oklahoma,OK,2020,F,"Associate degree (AA, AS)",5,1713,29.5,3234.3,OK,South,West South Central
Oklahoma,OK,2020,F,"Bachelor's degree (BA, AB, BS)",6,3836,30.5,3296.8,OK,South,West South Central
Oklahoma,OK,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1242,32.2,3274.6,OK,South,West South Central
Oklahoma,OK,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,446,33.0,3259.7,OK,South,West South Central
Oklahoma,OK,2020,F,Unknown or Not Stated,-9,55,28.8,3085.1,OK,South,West South Central
Oklahoma,OK,2020,M,8th grade or less,1,675,28.8,3251.2,OK,South,West South Central
Oklahoma,OK,2020,M,9th through 12th grade with no diploma,2,2985,24.4,3195.6,OK,South,West South Central
Oklahoma,OK,2020,M,High school graduate or GED completed,3,7531,25.6,3261.4,OK,South,West South Central
Oklahoma,OK,2020,M,"Some college credit, but not a degree",4,5522,27.5,3311.1,OK,South,West South Central
Oklahoma,OK,2020,M,"Associate degree (AA, AS)",5,1864,29.2,3345.5,OK,South,West South Central
Oklahoma,OK,2020,M,"Bachelor's degree (BA, AB, BS)",6,4055,30.5,3417.7,OK,South,West South Central
Oklahoma,OK,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1262,32.4,3387.7,OK,South,West South Central
Oklahoma,OK,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,396,32.8,3310.1,OK,South,West South Central
Oklahoma,OK,2020,M,Unknown or Not Stated,-9,59,28.9,3054.2,OK,South,West South Central
Oklahoma,OK,2021,F,8th grade or less,1,660,29.1,3188.4,OK,South,West South Central
Oklahoma,OK,2021,F,9th through 12th grade with no diploma,2,2626,24.4,3084.4,OK,South,West South Central
Oklahoma,OK,2021,F,High school graduate or GED completed,3,7412,25.7,3143.5,OK,South,West South Central
Oklahoma,OK,2021,F,"Some college credit, but not a degree",4,5259,27.5,3178.8,OK,South,West South Central
Oklahoma,OK,2021,F,"Associate degree (AA, AS)",5,1927,29.2,3190.8,OK,South,West South Central
Oklahoma,OK,2021,F,"Bachelor's degree (BA, AB, BS)",6,4160,30.4,3251.0,OK,South,West South Central
Oklahoma,OK,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1238,32.0,3246.4,OK,South,West South Central
Oklahoma,OK,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,385,33.0,3245.3,OK,South,West South Central
Oklahoma,OK,2021,F,Unknown or Not Stated,-9,52,29.0,2913.5,OK,South,West South Central
Oklahoma,OK,2021,M,8th grade or less,1,628,28.3,3277.5,OK,South,West South Central
Oklahoma,OK,2021,M,9th through 12th grade with no diploma,2,2832,24.5,3193.6,OK,South,West South Central
Oklahoma,OK,2021,M,High school graduate or GED completed,3,7717,25.8,3255.9,OK,South,West South Central
Oklahoma,OK,2021,M,"Some college credit, but not a degree",4,5493,27.7,3290.5,OK,South,West South Central
Oklahoma,OK,2021,M,"Associate degree (AA, AS)",5,1962,29.1,3334.0,OK,South,West South Central
Oklahoma,OK,2021,M,"Bachelor's degree (BA, AB, BS)",6,4176,30.5,3385.7,OK,South,West South Central
Oklahoma,OK,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1382,32.2,3380.8,OK,South,West South Central
Oklahoma,OK,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,443,33.0,3322.6,OK,South,West South Central
Oklahoma,OK,2021,M,Unknown or Not Stated,-9,58,29.6,3148.8,OK,South,West South Central
Oregon,OR,2016,F,8th grade or less,1,656,31.8,3225.3,OR,West,Pacific
Oregon,OR,2016,F,9th through 12th grade with no diploma,2,2229,25.5,3223.3,OR,West,Pacific
Oregon,OR,2016,F,High school graduate or GED completed,3,4854,26.4,3261.2,OR,West,Pacific
Oregon,OR,2016,F,"Some college credit, but not a degree",4,5513,28.2,3298.9,OR,West,Pacific
Oregon,OR,2016,F,"Associate degree (AA, AS)",5,1788,29.9,3310.6,OR,West,Pacific
Oregon,OR,2016,F,"Bachelor's degree (BA, AB, BS)",6,4369,31.7,3335.8,OR,West,Pacific
Oregon,OR,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1982,33.3,3305.8,OR,West,Pacific
Oregon,OR,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,666,34.3,3301.7,OR,West,Pacific
Oregon,OR,2016,F,Unknown or Not Stated,-9,96,29.6,3001.8,OR,West,Pacific
Oregon,OR,2016,M,8th grade or less,1,650,30.8,3322.7,OR,West,Pacific
Oregon,OR,2016,M,9th through 12th grade with no diploma,2,2396,25.3,3326.8,OR,West,Pacific
Oregon,OR,2016,M,High school graduate or GED completed,3,5047,26.5,3368.0,OR,West,Pacific
Oregon,OR,2016,M,"Some college credit, but not a degree",4,5622,28.3,3418.1,OR,West,Pacific
Oregon,OR,2016,M,"Associate degree (AA, AS)",5,1985,29.9,3442.0,OR,West,Pacific
Oregon,OR,2016,M,"Bachelor's degree (BA, AB, BS)",6,4659,31.8,3465.2,OR,West,Pacific
Oregon,OR,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2157,33.3,3454.5,OR,West,Pacific
Oregon,OR,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,731,34.0,3437.0,OR,West,Pacific
Oregon,OR,2016,M,Unknown or Not Stated,-9,135,30.5,3232.6,OR,West,Pacific
Oregon,OR,2017,F,8th grade or less,1,604,31.4,3232.9,OR,West,Pacific
Oregon,OR,2017,F,9th through 12th grade with no diploma,2,2071,25.4,3200.3,OR,West,Pacific
Oregon,OR,2017,F,High school graduate or GED completed,3,4802,26.6,3250.6,OR,West,Pacific
Oregon,OR,2017,F,"Some college credit, but not a degree",4,4991,28.5,3279.2,OR,West,Pacific
Oregon,OR,2017,F,"Associate degree (AA, AS)",5,1717,30.3,3332.5,OR,West,Pacific
Oregon,OR,2017,F,"Bachelor's degree (BA, AB, BS)",6,4292,32.0,3331.2,OR,West,Pacific
Oregon,OR,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1950,33.5,3323.9,OR,West,Pacific
Oregon,OR,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,651,34.1,3275.4,OR,West,Pacific
Oregon,OR,2017,F,Unknown or Not Stated,-9,103,30.8,3052.5,OR,West,Pacific
Oregon,OR,2017,M,8th grade or less,1,639,31.0,3350.0,OR,West,Pacific
Oregon,OR,2017,M,9th through 12th grade with no diploma,2,2141,25.6,3316.3,OR,West,Pacific
Oregon,OR,2017,M,High school graduate or GED completed,3,5091,26.6,3345.1,OR,West,Pacific
Oregon,OR,2017,M,"Some college credit, but not a degree",4,5430,28.4,3383.8,OR,West,Pacific
Oregon,OR,2017,M,"Associate degree (AA, AS)",5,1839,30.4,3438.6,OR,West,Pacific
Oregon,OR,2017,M,"Bachelor's degree (BA, AB, BS)",6,4507,31.9,3457.9,OR,West,Pacific
Oregon,OR,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1972,33.4,3455.8,OR,West,Pacific
Oregon,OR,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,716,34.3,3388.6,OR,West,Pacific
Oregon,OR,2017,M,Unknown or Not Stated,-9,115,30.0,3354.9,OR,West,Pacific
Oregon,OR,2018,F,8th grade or less,1,563,31.4,3228.6,OR,West,Pacific
Oregon,OR,2018,F,9th through 12th grade with no diploma,2,1939,25.5,3229.9,OR,West,Pacific
Oregon,OR,2018,F,High school graduate or GED completed,3,4572,26.7,3259.1,OR,West,Pacific
Oregon,OR,2018,F,"Some college credit, but not a degree",4,4821,28.4,3289.5,OR,West,Pacific
Oregon,OR,2018,F,"Associate degree (AA, AS)",5,1774,30.4,3306.8,OR,West,Pacific
Oregon,OR,2018,F,"Bachelor's degree (BA, AB, BS)",6,4240,31.9,3330.0,OR,West,Pacific
Oregon,OR,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1897,33.6,3316.2,OR,West,Pacific
Oregon,OR,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,695,34.3,3255.2,OR,West,Pacific
Oregon,OR,2018,F,Unknown or Not Stated,-9,114,30.0,3193.6,OR,West,Pacific
Oregon,OR,2018,M,8th grade or less,1,566,31.2,3336.0,OR,West,Pacific
Oregon,OR,2018,M,9th through 12th grade with no diploma,2,2036,25.8,3277.2,OR,West,Pacific
Oregon,OR,2018,M,High school graduate or GED completed,3,4911,26.8,3349.3,OR,West,Pacific
Oregon,OR,2018,M,"Some college credit, but not a degree",4,5026,28.5,3418.6,OR,West,Pacific
Oregon,OR,2018,M,"Associate degree (AA, AS)",5,1774,30.4,3422.2,OR,West,Pacific
Oregon,OR,2018,M,"Bachelor's degree (BA, AB, BS)",6,4445,32.0,3448.3,OR,West,Pacific
Oregon,OR,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1986,33.5,3433.4,OR,West,Pacific
Oregon,OR,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,695,34.2,3419.9,OR,West,Pacific
Oregon,OR,2018,M,Unknown or Not Stated,-9,134,29.8,3169.1,OR,West,Pacific
Oregon,OR,2019,F,8th grade or less,1,580,31.0,3178.2,OR,West,Pacific
Oregon,OR,2019,F,9th through 12th grade with no diploma,2,1816,25.8,3197.2,OR,West,Pacific
Oregon,OR,2019,F,High school graduate or GED completed,3,4647,26.9,3244.1,OR,West,Pacific
Oregon,OR,2019,F,"Some college credit, but not a degree",4,4744,28.7,3274.7,OR,West,Pacific
Oregon,OR,2019,F,"Associate degree (AA, AS)",5,1707,30.4,3319.2,OR,West,Pacific
Oregon,OR,2019,F,"Bachelor's degree (BA, AB, BS)",6,4225,32.0,3324.5,OR,West,Pacific
Oregon,OR,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1854,33.8,3318.1,OR,West,Pacific
Oregon,OR,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,699,34.4,3251.0,OR,West,Pacific
Oregon,OR,2019,F,Unknown or Not Stated,-9,117,30.0,3122.6,OR,West,Pacific
Oregon,OR,2019,M,8th grade or less,1,569,31.0,3282.6,OR,West,Pacific
Oregon,OR,2019,M,9th through 12th grade with no diploma,2,1892,25.7,3279.9,OR,West,Pacific
Oregon,OR,2019,M,High school graduate or GED completed,3,4994,26.8,3359.1,OR,West,Pacific
Oregon,OR,2019,M,"Some college credit, but not a degree",4,5078,28.8,3405.1,OR,West,Pacific
Oregon,OR,2019,M,"Associate degree (AA, AS)",5,1750,30.5,3419.6,OR,West,Pacific
Oregon,OR,2019,M,"Bachelor's degree (BA, AB, BS)",6,4356,32.0,3435.0,OR,West,Pacific
Oregon,OR,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2025,33.6,3426.3,OR,West,Pacific
Oregon,OR,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,674,34.4,3328.4,OR,West,Pacific
Oregon,OR,2019,M,Unknown or Not Stated,-9,131,29.9,3224.0,OR,West,Pacific
Oregon,OR,2020,F,8th grade or less,1,445,31.0,3168.5,OR,West,Pacific
Oregon,OR,2020,F,9th through 12th grade with no diploma,2,1669,25.9,3192.8,OR,West,Pacific
Oregon,OR,2020,F,High school graduate or GED completed,3,4583,27.0,3252.1,OR,West,Pacific
Oregon,OR,2020,F,"Some college credit, but not a degree",4,4446,28.9,3288.7,OR,West,Pacific
Oregon,OR,2020,F,"Associate degree (AA, AS)",5,1676,30.3,3308.0,OR,West,Pacific
Oregon,OR,2020,F,"Bachelor's degree (BA, AB, BS)",6,4011,32.3,3314.8,OR,West,Pacific
Oregon,OR,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1818,33.9,3290.8,OR,West,Pacific
Oregon,OR,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,653,34.7,3272.2,OR,West,Pacific
Oregon,OR,2020,F,Unknown or Not Stated,-9,135,30.1,3219.9,OR,West,Pacific
Oregon,OR,2020,M,8th grade or less,1,498,31.1,3294.6,OR,West,Pacific
Oregon,OR,2020,M,9th through 12th grade with no diploma,2,1687,25.8,3304.8,OR,West,Pacific
Oregon,OR,2020,M,High school graduate or GED completed,3,4793,26.9,3350.4,OR,West,Pacific
Oregon,OR,2020,M,"Some college credit, but not a degree",4,4652,29.0,3405.0,OR,West,Pacific
Oregon,OR,2020,M,"Associate degree (AA, AS)",5,1733,30.5,3407.9,OR,West,Pacific
Oregon,OR,2020,M,"Bachelor's degree (BA, AB, BS)",6,4306,32.2,3441.4,OR,West,Pacific
Oregon,OR,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1893,33.7,3432.3,OR,West,Pacific
Oregon,OR,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,700,34.8,3405.6,OR,West,Pacific
Oregon,OR,2020,M,Unknown or Not Stated,-9,122,30.8,3247.0,OR,West,Pacific
Oregon,OR,2021,F,8th grade or less,1,469,30.3,3201.4,OR,West,Pacific
Oregon,OR,2021,F,9th through 12th grade with no diploma,2,1594,25.9,3223.1,OR,West,Pacific
Oregon,OR,2021,F,High school graduate or GED completed,3,4611,27.2,3228.6,OR,West,Pacific
Oregon,OR,2021,F,"Some college credit, but not a degree",4,4363,29.0,3276.0,OR,West,Pacific
Oregon,OR,2021,F,"Associate degree (AA, AS)",5,1736,30.5,3283.1,OR,West,Pacific
Oregon,OR,2021,F,"Bachelor's degree (BA, AB, BS)",6,4477,32.2,3322.7,OR,West,Pacific
Oregon,OR,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1952,33.8,3316.2,OR,West,Pacific
Oregon,OR,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,689,34.9,3277.8,OR,West,Pacific
Oregon,OR,2021,F,Unknown or Not Stated,-9,161,30.8,3210.4,OR,West,Pacific
Oregon,OR,2021,M,8th grade or less,1,472,30.2,3278.8,OR,West,Pacific
Oregon,OR,2021,M,9th through 12th grade with no diploma,2,1630,26.2,3259.0,OR,West,Pacific
Oregon,OR,2021,M,High school graduate or GED completed,3,4876,27.1,3342.3,OR,West,Pacific
Oregon,OR,2021,M,"Some college credit, but not a degree",4,4557,29.1,3378.0,OR,West,Pacific
Oregon,OR,2021,M,"Associate degree (AA, AS)",5,1791,30.5,3413.7,OR,West,Pacific
Oregon,OR,2021,M,"Bachelor's degree (BA, AB, BS)",6,4658,32.2,3449.3,OR,West,Pacific
Oregon,OR,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1978,33.7,3424.1,OR,West,Pacific
Oregon,OR,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,736,34.7,3350.2,OR,West,Pacific
Oregon,OR,2021,M,Unknown or Not Stated,-9,164,29.6,3358.9,OR,West,Pacific
Pennsylvania,PA,2016,F,8th grade or less,1,2224,28.6,3316.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,F,9th through 12th grade with no diploma,2,6047,24.6,3111.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,F,High school graduate or GED completed,3,16841,26.4,3146.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,F,"Some college credit, but not a degree",4,11864,27.9,3209.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,F,"Associate degree (AA, AS)",5,6176,29.8,3237.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,F,"Bachelor's degree (BA, AB, BS)",6,14554,31.2,3298.9,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7626,32.6,3283.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2097,33.6,3261.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,F,Unknown or Not Stated,-9,420,28.7,2976.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,M,8th grade or less,1,2310,28.7,3461.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,M,9th through 12th grade with no diploma,2,6244,24.6,3227.5,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,M,High school graduate or GED completed,3,17757,26.5,3274.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,M,"Some college credit, but not a degree",4,12338,27.9,3328.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,M,"Associate degree (AA, AS)",5,6422,29.8,3356.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,M,"Bachelor's degree (BA, AB, BS)",6,15457,31.2,3420.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8292,32.6,3413.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2271,33.6,3387.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2016,M,Unknown or Not Stated,-9,469,28.4,3000.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,F,8th grade or less,1,2148,28.9,3299.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,F,9th through 12th grade with no diploma,2,5739,24.8,3106.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,F,High school graduate or GED completed,3,16962,26.6,3149.1,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,F,"Some college credit, but not a degree",4,11756,28.1,3188.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,F,"Associate degree (AA, AS)",5,5764,29.9,3236.9,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,F,"Bachelor's degree (BA, AB, BS)",6,14226,31.4,3294.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7845,32.8,3281.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2161,33.6,3260.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,F,Unknown or Not Stated,-9,454,28.8,2918.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,M,8th grade or less,1,2323,28.8,3449.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,M,9th through 12th grade with no diploma,2,6084,24.7,3224.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,M,High school graduate or GED completed,3,17644,26.6,3265.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,M,"Some college credit, but not a degree",4,12314,28.1,3324.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,M,"Associate degree (AA, AS)",5,6226,30.0,3344.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,M,"Bachelor's degree (BA, AB, BS)",6,15058,31.4,3419.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8158,32.7,3420.1,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2360,33.7,3382.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2017,M,Unknown or Not Stated,-9,523,28.8,3030.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,F,8th grade or less,1,2167,29.0,3320.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,F,9th through 12th grade with no diploma,2,5520,24.9,3115.1,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,F,High school graduate or GED completed,3,16507,26.7,3148.1,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,F,"Some college credit, but not a degree",4,11118,28.4,3196.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,F,"Associate degree (AA, AS)",5,5706,30.0,3242.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,F,"Bachelor's degree (BA, AB, BS)",6,14182,31.4,3289.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7922,32.8,3280.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2169,33.8,3247.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,F,Unknown or Not Stated,-9,608,29.3,3012.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,M,8th grade or less,1,2287,28.8,3442.9,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,M,9th through 12th grade with no diploma,2,5924,24.9,3228.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,M,High school graduate or GED completed,3,17577,26.7,3273.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,M,"Some college credit, but not a degree",4,11791,28.3,3326.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,M,"Associate degree (AA, AS)",5,6042,30.2,3355.9,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,M,"Bachelor's degree (BA, AB, BS)",6,14981,31.4,3416.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8209,32.7,3425.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2312,33.6,3382.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2018,M,Unknown or Not Stated,-9,651,29.4,3026.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,F,8th grade or less,1,2295,28.7,3282.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,F,9th through 12th grade with no diploma,2,5408,24.9,3109.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,F,High school graduate or GED completed,3,16494,26.8,3135.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,F,"Some college credit, but not a degree",4,10916,28.5,3192.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,F,"Associate degree (AA, AS)",5,5519,30.2,3223.5,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,F,"Bachelor's degree (BA, AB, BS)",6,14297,31.6,3277.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7752,32.9,3281.1,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2195,33.9,3244.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,F,Unknown or Not Stated,-9,864,29.8,3028.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,M,8th grade or less,1,2295,29.0,3451.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,M,9th through 12th grade with no diploma,2,5537,25.0,3227.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,M,High school graduate or GED completed,3,17446,26.8,3257.1,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,M,"Some college credit, but not a degree",4,11500,28.5,3304.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,M,"Associate degree (AA, AS)",5,5746,30.3,3347.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,M,"Bachelor's degree (BA, AB, BS)",6,14636,31.5,3402.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8126,32.8,3398.7,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2310,33.8,3363.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2019,M,Unknown or Not Stated,-9,894,29.8,3172.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,F,8th grade or less,1,2142,29.0,3299.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,F,9th through 12th grade with no diploma,2,5186,25.4,3119.9,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,F,High school graduate or GED completed,3,16556,26.9,3132.5,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,F,"Some college credit, but not a degree",4,10253,28.8,3185.1,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,F,"Associate degree (AA, AS)",5,5499,30.5,3229.1,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,F,"Bachelor's degree (BA, AB, BS)",6,13885,31.7,3276.1,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7778,33.0,3274.9,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2249,33.9,3251.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,F,Unknown or Not Stated,-9,511,29.0,2987.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,M,8th grade or less,1,2385,28.7,3435.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,M,9th through 12th grade with no diploma,2,5398,25.4,3241.4,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,M,High school graduate or GED completed,3,16963,27.0,3257.2,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,M,"Some college credit, but not a degree",4,10637,28.8,3304.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,M,"Associate degree (AA, AS)",5,5611,30.2,3345.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,M,"Bachelor's degree (BA, AB, BS)",6,14670,31.6,3397.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8162,32.9,3416.0,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2333,33.8,3375.5,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2020,M,Unknown or Not Stated,-9,475,29.2,3062.8,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,F,8th grade or less,1,2384,28.7,3306.3,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,F,9th through 12th grade with no diploma,2,4761,25.4,3114.5,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,F,High school graduate or GED completed,3,16108,27.1,3136.6,PA,Northeast,Middle Atlantic
Pennsylvania,PA,2021,F,"Some college credit, but not a degree",4,10079,29.0,3176.0,PA,Northeast,Middle Atlantic
